AS_OF_DATE,SKU,TTL_INV_DC,SRP,CHANGED_SRP,WEEKLY_SALES,TTL_INV_LOC,TTL_INT_LOC,DESCR,PARENT_MODEL,PHONE_MODEL,OEM
12/3/2022,4981P,7,39.95,39.95,0,7,0,APP UAG UDOT40M APLWTCH PNK,APL_WATCH,APLWTCH,UAG
12/10/2022,4981P,7,39.95,39.95,0,8,0,APP UAG UDOT40M APLWTCH PNK,APL_WATCH,APLWTCH,UAG
12/17/2022,4981P,5,39.95,39.95,0,8,0,APP UAG UDOT40M APLWTCH PNK,APL_WATCH,APLWTCH,UAG
12/24/2022,4981P,5,39.95,39.95,0,10,0,APP UAG UDOT40M APLWTCH PNK,APL_WATCH,APLWTCH,UAG
12/31/2022,4981P,5,39.95,39.95,0,10,0,APP UAG UDOT40M APLWTCH PNK,APL_WATCH,APLWTCH,UAG
1/7/2023,4981P,5,39.95,39.95,0,10,0,APP UAG UDOT40M APLWTCH PNK,APL_WATCH,APLWTCH,UAG
1/21/2023,4981P,5,39.95,39.95,0,10,0,APP UAG UDOT40M APLWTCH PNK,APL_WATCH,APLWTCH,UAG
1/28/2023,4981P,5,39.95,39.95,0,10,0,APP UAG UDOT40M APLWTCH PNK,APL_WATCH,APLWTCH,UAG
2/4/2023,4981P,5,39.95,39.95,0,10,0,APP UAG UDOT40M APLWTCH PNK,APL_WATCH,APLWTCH,UAG
2/11/2023,4981P,5,39.95,39.95,0,10,0,APP UAG UDOT40M APLWTCH PNK,APL_WATCH,APLWTCH,UAG
10/8/2022,4324R,140,50,50,0,0,0,CAS OBX SYMTRYMAG IPH14PL CLR,IPH14PL,HAGRD,OBX
10/15/2022,4324R,140,50,50,1,0,0,CAS OBX SYMTRYMAG IPH14PL CLR,IPH14PL,HAGRD,OBX
10/22/2022,4324R,454,50,50,0,1,0,CAS OBX SYMTRYMAG IPH14PL CLR,IPH14PL,HAGRD,OBX
10/29/2022,4324R,907,50,50,0,7,0,CAS OBX SYMTRYMAG IPH14PL CLR,IPH14PL,HAGRD,OBX
11/5/2022,4324R,907,50,50,0,7,0,CAS OBX SYMTRYMAG IPH14PL CLR,IPH14PL,HAGRD,OBX
11/12/2022,4324R,907,50,50,0,6,0,CAS OBX SYMTRYMAG IPH14PL CLR,IPH14PL,HAGRD,OBX
10/8/2022,4487R,25,549.95,549.95,0,3,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
10/15/2022,4487R,25,549.95,549.95,0,3,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
10/22/2022,4487R,25,549.95,549.95,0,3,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
10/29/2022,4487R,25,549.95,549.95,0,3,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
11/5/2022,4487R,16,549.95,549.95,0,3,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
11/12/2022,4487R,19,549.95,549.95,0,2,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
11/19/2022,4487R,17,549.95,549.95,0,4,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
12/3/2022,4487R,16,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
12/10/2022,4487R,11,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
12/17/2022,4487R,11,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
12/24/2022,4487R,11,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
12/31/2022,4487R,9,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
1/7/2023,4487R,9,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
1/21/2023,4487R,8,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
1/28/2023,4487R,8,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
2/4/2023,4487R,8,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
2/11/2023,4487R,8,549.95,549.95,1,4,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
2/18/2023,4487R,8,549.95,549.95,0,4,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
2/25/2023,4487R,5,549.95,549.95,0,2,2,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
3/4/2023,4487R,1,549.95,549.95,0,4,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
3/11/2023,4487R,3,549.95,549.95,0,4,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
3/18/2023,4487R,2,549.95,549.95,0,4,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
3/25/2023,4487R,0,549.95,549.95,0,3,2,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
4/1/2023,4487R,0,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
4/8/2023,4487R,13,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
5/6/2023,4487R,5,549.95,549.95,0,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
5/13/2023,4487R,5,549.95,549.95,1,5,0,SPK HAR PARTYBOX 310 UNIV BLK,HAR,310 UNIV,HAR
10/8/2022,4436R,-627,25,25,3126,9559,481,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
10/15/2022,4436R,-4640,25,25,2633,7476,5,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
10/22/2022,4436R,-1598,25,25,2078,7570,390,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
10/29/2022,4436R,-1435,25,25,2039,5761,1482,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
11/5/2022,4436R,1558,25,25,1847,6315,746,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
11/12/2022,4436R,-1403,25,25,1994,8335,322,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
11/19/2022,4436R,-2349,25,25,1558,6732,536,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
12/3/2022,4436R,32978,25,25,987,8494,496,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
12/10/2022,4436R,36136,25,25,1617,10440,492,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
12/17/2022,4436R,46894,25,25,2171,12152,1309,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
12/24/2022,4436R,42325,25,25,3566,12335,819,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
12/31/2022,4436R,37115,25,25,3898,11764,1139,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
1/7/2023,4436R,32784,25,25,1858,12569,1123,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
1/21/2023,4436R,18885,25,25,4142,20504,1151,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
1/28/2023,4436R,13992,25,25,3905,20727,1065,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
2/4/2023,4436R,9338,25,25,3557,18855,1664,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
2/11/2023,4436R,3397,25,25,3907,20524,1007,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
2/18/2023,4436R,-1600,25,25,4124,20277,253,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
2/25/2023,4436R,-3587,25,25,3554,16128,80,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
3/4/2023,4436R,-4376,25,25,2612,12664,44,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
3/11/2023,4436R,6742,25,25,2021,11221,351,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
3/18/2023,4436R,23513,25,25,2552,12993,699,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
3/25/2023,4436R,17286,25,25,3214,15692,1005,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
4/1/2023,4436R,24530,25,25,3588,15790,985,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
4/8/2023,4436R,17827,25,25,3586,15370,865,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
5/6/2023,4436R,2919,25,25,3585,14587,934,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
5/13/2023,4436R,0,25,25,3553,13561,177,SCP BGL ATTCAMSCN I14P PM CLR,I14P PM,DMBLDOR,BGL
10/8/2022,4356Q,6,34.99,34.99,0,4,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
10/15/2022,4356Q,6,34.99,34.99,0,4,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
10/22/2022,4356Q,6,34.99,34.99,1,4,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
10/29/2022,4356Q,6,34.99,34.99,0,4,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
11/5/2022,4356Q,6,34.99,34.99,0,3,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
11/12/2022,4356Q,6,34.99,34.99,1,5,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
11/19/2022,4356Q,6,34.99,34.99,0,5,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
12/3/2022,4356Q,6,34.99,34.99,0,5,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
12/10/2022,4356Q,6,34.99,34.99,0,5,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
12/17/2022,4356Q,6,34.99,34.99,0,4,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
12/24/2022,4356Q,6,34.99,34.99,0,4,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
12/31/2022,4356Q,6,34.99,34.99,1,4,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
1/7/2023,4356Q,6,34.99,34.99,0,4,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
1/21/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
1/28/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
2/4/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
2/11/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
2/18/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
2/25/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
3/4/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
3/11/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
3/18/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
3/25/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
4/1/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
4/8/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
5/6/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
5/13/2023,4356Q,6,34.99,34.99,0,2,0,APP CGE CYNCWDSM SENSOR WHT,CGE,SENSOR,CGE
10/29/2022,4728R,0,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
11/5/2022,4728R,0,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
11/12/2022,4728R,981,60,60,1,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
11/19/2022,4728R,977,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
12/3/2022,4728R,977,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
12/10/2022,4728R,967,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
12/17/2022,4728R,939,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
12/24/2022,4728R,968,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
12/31/2022,4728R,970,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
1/7/2023,4728R,979,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
1/21/2023,4728R,955,60,60,1,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
1/28/2023,4728R,955,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
2/4/2023,4728R,955,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
2/11/2023,4728R,0,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
2/18/2023,4728R,0,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
2/25/2023,4728R,0,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
3/4/2023,4728R,900,60,60,1,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
3/11/2023,4728R,892,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
3/18/2023,4728R,892,60,60,1,1,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
3/25/2023,4728R,777,60,60,0,1,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
4/1/2023,4728R,779,60,60,0,1,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
4/8/2023,4728R,779,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
5/6/2023,4728R,779,60,60,0,0,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
5/13/2023,4728R,779,60,60,0,1,0,CAS SON TBKBLATSC SONXP5S BLK,SONXP5S,SONXP5S,SON
10/8/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV, ,MAGNET KIT,CAP
10/15/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV, ,MAGNET KIT,CAP
10/22/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV, ,MAGNET KIT,CAP
10/29/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV, ,MAGNET KIT,CAP
11/5/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV, ,MAGNET KIT,CAP
11/12/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV, ,MAGNET KIT,CAP
11/19/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV, ,MAGNET KIT,CAP
12/3/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV, ,MAGNET KIT,CAP
12/10/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV, ,MAGNET KIT,CAP
12/17/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV, ,MAGNET KIT,CAP
12/24/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV, ,MAGNET KIT,CAP
12/31/2022,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
1/7/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
1/21/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
1/28/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
2/4/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
2/11/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
2/18/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
2/25/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
3/4/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
3/11/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
3/18/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
3/25/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
4/1/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
4/8/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
5/6/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
5/13/2023,4876Q,0,15,15,0,0,0,APP CAP MAGNET KI MAGNET K SLV,UNASSIGNED,MAGNET KIT,CAP
10/8/2022,4240N,0,49.99,49.99,2,555,0,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
10/15/2022,4240N,34,49.99,49.99,6,608,10,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
10/22/2022,4240N,338,49.99,49.99,7,611,4,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
10/29/2022,4240N,332,49.99,49.99,1,621,0,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
11/5/2022,4240N,202,49.99,49.99,4,724,13,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
11/12/2022,4240N,187,49.99,49.99,9,734,8,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
11/19/2022,4240N,174,49.99,49.99,11,733,9,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
12/3/2022,4240N,150,49.99,49.99,10,736,8,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
12/10/2022,4240N,133,49.99,49.99,8,743,7,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
12/17/2022,4240N,114,49.99,49.99,17,741,7,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
12/24/2022,4240N,111,49.99,49.99,21,731,8,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
12/31/2022,4240N,86,49.99,49.99,7,740,7,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
1/7/2023,4240N,62,49.99,49.99,4,749,2,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
1/21/2023,4240N,18,49.99,49.99,3,784,0,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
1/28/2023,4240N,113,49.99,49.99,7,780,11,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
2/4/2023,4240N,93,49.99,49.99,6,776,16,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
2/11/2023,4240N,89,49.99,49.99,4,790,2,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
2/18/2023,4240N,84,49.99,49.99,8,786,0,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
2/25/2023,4240N,77,49.99,49.99,9,776,5,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
3/4/2023,4240N,67,49.99,49.99,5,776,3,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
3/11/2023,4240N,63,49.99,49.99,4,775,1,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
3/18/2023,4240N,61,49.99,49.99,6,767,1,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
3/25/2023,4240N,60,49.99,49.99,5,762,1,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
4/1/2023,4240N,58,49.99,49.99,7,757,0,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
4/8/2023,4240N,67,49.99,49.99,5,752,0,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
5/6/2023,4240N,66,49.99,49.99,4,721,0,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
5/13/2023,4240N,66,49.99,49.99,5,712,0,HDS PEG PLYGAMING BT UNIV BLK,JLAB,BT UNIV,PEG
10/8/2022,4485R,3169,30,30,83,6915,333,ATC CLK LELANMGSF PHNGRIP MUL,CLK,PHNGRIP,CLK
10/15/2022,4485R,2706,30,30,130,7472,74,ATC CLK LELANMGSF PHNGRIP MUL,CLK,PHNGRIP,CLK
10/8/2022,4526P,620,49.95,49.95,255,6989,15,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
10/15/2022,4526P,412,49.95,49.95,199,6952,31,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
10/22/2022,4526P,1010,49.95,49.95,207,6810,27,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
10/29/2022,4526P,2649,49.95,49.95,190,6711,15,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
11/5/2022,4526P,3134,49.95,49.95,187,6593,34,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
11/12/2022,4526P,3261,49.95,49.95,193,6486,34,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
11/19/2022,4526P,1094,49.95,49.95,221,7753,723,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
12/3/2022,4526P,8,49.95,49.95,269,9030,33,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
12/10/2022,4526P,1,49.95,49.95,275,8676,8,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
12/17/2022,4526P,113,49.95,49.95,326,8324,0,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
12/24/2022,4526P,8,49.95,49.95,466,7807,0,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
12/31/2022,4526P,8,49.95,49.95,196,7544,0,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
1/7/2023,4526P,-61,49.95,49.95,103,7300,0,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
1/21/2023,4526P,278,49.95,49.95,155,7760,359,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
1/28/2023,4526P,1,49.95,49.95,160,8140,51,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
2/4/2023,4526P,943,49.95,49.95,191,7969,178,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
2/11/2023,4526P,1690,49.95,49.95,187,8190,93,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
2/18/2023,4526P,1559,49.95,49.95,211,8213,52,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
2/25/2023,4526P,1731,49.95,49.95,246,8164,69,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
3/4/2023,4526P,1844,49.95,49.95,285,8098,81,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
3/11/2023,4526P,1909,49.95,49.95,266,8121,58,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
3/18/2023,4526P,1547,49.95,49.95,246,8154,84,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
3/25/2023,4526P,1296,49.95,49.95,242,8120,71,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
4/1/2023,4526P,835,49.95,49.95,229,8146,54,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
4/8/2023,4526P,1213,49.95,49.95,271,8053,74,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
5/6/2023,4526P,947,49.95,49.95,223,7953,68,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
5/13/2023,4526P,1776,49.95,49.95,262,7925,71,SPK HAR GO3 BT UNIV BLU,HARMAN,BT UNIV,HAR
1/28/2023,4754R,3000,45,45,0,0,0,CAS BGL CQXPZMGRN IPH 14P CLR,IPH 14P,IPH 14P,BGL
2/4/2023,4754R,939,45,45,0,0,651,CAS BGL CQXPZMGRN IPH 14P CLR,IPH 14P,IPH 14P,BGL
2/11/2023,4754R,824,45,45,58,1978,42,CAS BGL CQXPZMGRN IPH 14P CLR,IPH 14P,IPH 14P,BGL
10/8/2022,4512Q,-2,99.99,99.99,2,333,0,SPK GGL NESTAUDIO WIFI WHT,GOOGLE,WIFI,GGL
10/15/2022,4512Q,-2,99.99,99.99,0,332,0,SPK GGL NESTAUDIO WIFI WHT,GOOGLE,WIFI,GGL
10/22/2022,4512Q,-2,99.99,99.99,0,333,0,SPK GGL NESTAUDIO WIFI WHT,GOOGLE,WIFI,GGL
10/29/2022,4512Q,10,99.99,99.99,0,333,0,SPK GGL NESTAUDIO WIFI WHT,GOOGLE,WIFI,GGL
